"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.885566763E2,5.079896506E-1,1.573500204E0,-1.075817513E0
1.885666073E2,1.487351860E-1,1.664062611E0,-8.732372189E-1
1.885765373E2,-1.279715770E-1,1.644281042E0,-7.882888699E-1
1.885864683E2,-3.208076330E-1,1.593603662E0,-8.613346267E-1
1.885963983E2,-4.374219438E-1,1.594317023E0,-1.012686880E0
1.886063293E2,-3.358051564E-1,1.485001572E0,-1.148011331E0
1.886162593E2,-1.585300031E-1,1.404189251E0,-1.123701532E0
1.886261962E2,2.653013304E-2,1.410064825E0,-1.100133744E0
1.886361262E2,9.509246416E-2,1.400402594E0,-1.121513504E0
1.886460562E2,4.239816070E-2,1.278842781E0,-1.163625736E0
1.886559872E2,-4.732984856E-2,1.114400074E0,-1.254456384E0
1.886659172E2,2.875580259E-2,8.526506343E-1,-1.466615002E0
1.886758482E2,-1.778524196E-1,5.442689925E-1,-1.593611848E0
1.886857782E2,-2.687229017E-1,6.980159001E-1,-2.397453142E0
1.886957092E2,-1.294178858E-2,6.114273340E-1,-2.090026424E0
1.887056392E2,1.588029950E-1,5.048976064E-1,-1.540168297E0
1.887155702E2,1.666273005E-1,6.299355988E-1,-1.173498759E0
1.887255002E2,-2.041846975E-1,7.865383597E-1,-8.986375237E-1
1.887354312E2,-6.700010128E-1,6.231836727E-1,-2.908761746E-1
1.887453612E2,-8.346096352E-1,2.618178151E-1,1.639395547E-1
1.887552912E2,-1.037762957E0,-4.125733238E-2,5.152788627E-1
1.887652222E2,-1.349016532E0,-3.071262447E-1,6.100119424E-1
1.887751522E2,-1.465137703E0,-5.457620790E-1,8.252725089E-1
1.887850832E2,-1.545001021E0,-7.077578730E-1,1.247020479E0
1.887950132E2,-1.914423721E0,-4.299375077E-1,1.939075874E0
1.888049442E2,-2.418463065E0,1.959949411E-1,2.791743173E0
1.888148742E2,-2.581289603E0,4.164055524E-1,3.696709723E0
1.888248052E2,-2.287829690E0,-6.190553192E-2,3.904959478E0
1.888347352E2,-1.991979142E0,-4.276284423E-1,3.529631968E0
1.888446652E2,-2.040334593E0,-3.881504176E-1,2.841111799E0
1.888545962E2,-2.260156280E0,-2.551240323E-1,2.388872353E0
1.888645262E2,-2.455323620E0,-1.627362343E-1,2.123574824E0
1.888744572E2,-2.476354886E0,-1.119304718E-1,1.980938430E0
1.888843872E2,-2.331798559E0,4.924236316E-2,2.413064623E0
1.888943182E2,-1.693973750E0,2.287104781E-1,3.011285071E0
1.889042482E2,-8.410588948E-1,1.283844636E-1,2.965740523E0
1.889141792E2,-2.500242187E-1,1.081460807E-2,2.495309805E0
1.889241092E2,-1.429696852E-1,5.773582762E-2,1.854515780E0
1.889340402E2,-5.034138023E-1,1.970383767E-1,1.110506705E0
1.889439702E2,-7.884467447E-1,1.722371557E-1,3.799187440E-1
1.889539002E2,-8.649499601E-1,1.517627646E-1,-7.690667331E-2
1.889638312E2,-1.054042482E0,3.493360885E-1,-4.217321831E-1
1.889737612E2,-1.276995353E0,7.697986583E-1,-2.186572140E-1
1.889836922E2,-1.246212687E0,1.173897101E0,3.686727941E-1
1.889936222E2,-9.528688408E-1,1.280630275E0,1.147916606E0
1.890035532E2,-6.025621511E-1,1.349029834E0,1.791442450E0
1.890134832E2,-2.708309691E-1,1.565945163E0,1.735590430E0
1.890234142E2,-2.155989010E-1,1.484511575E0,1.151204495E0
1.890333442E2,-3.517996301E-1,1.192037576E0,8.861502099E-1
1.890432742E2,-5.661247882E-1,9.239075086E-1,2.738525909E-1
1.890532052E2,-8.473923795E-1,6.142052731E-1,-6.891727173E-1
1.890631352E2,-9.745560906E-1,2.722978894E-1,-1.609511597E0
1.890730662E2,-1.020148512E0,-1.194804697E-1,-2.406129241E0
1.890829962E2,-9.894148888E-1,-4.420517326E-1,-2.927752917E0
1.890929272E2,-9.459672260E-1,-4.433756518E-1,-3.133170866E0
1.891028572E2,-7.241301499E-1,-2.202827400E-1,-3.142931623E0
1.891127882E2,-2.471907493E-1,-2.435756900E-1,-3.212091905E0
1.891227182E2,3.956478272E-2,-4.610007678E-1,-3.354820685E0
1.891326482E2,4.837205993E-1,-6.147182201E-1,-3.343416860E0
1.891425792E2,7.700053574E-1,-6.846190520E-1,-3.317438850E0
1.891525092E2,8.006955651E-1,-8.567267284E-1,-3.354483300E0
1.891624402E2,8.852411871E-1,-1.032947994E0,-3.151454524E0
1.891723702E2,1.169593989E0,-9.845475204E-1,-2.599300781E0
1.891823012E2,1.759343428E0,-1.095779250E0,-1.811859757E0
1.891922312E2,2.251417762E0,-9.922130008E-1,-9.831087399E-1
1.892021622E2,2.499291466E0,-8.974850374E-1,-4.876256257E-1
1.892120922E2,2.472317968E0,-1.004426007E0,-1.504336560E-1
1.892220222E2,2.309087096E0,-1.216922741E0,2.535364401E-1
1.892319532E2,2.119769456E0,-1.618041515E0,6.147505260E-1
1.892418832E2,1.876431144E0,-1.986576169E0,9.336027038E-1
1.892518142E2,1.538744354E0,-1.994986658E0,1.365016707E0
1.892617442E2,1.473949603E0,-1.831495146E0,1.695984900E0
1.892716752E2,1.704238976E0,-1.699106582E0,2.083913160E0
1.892816052E2,2.095876563E0,-1.416748193E0,2.507712334E0
1.892915362E2,2.446939298E0,-1.079434747E0,2.220136912E0
1.893014662E2,2.416886802E0,-7.968114790E-1,1.789619873E0
1.893113972E2,2.102912079E0,-4.999970915E-1,1.510017130E0
1.893213272E2,1.815831332E0,-3.650151780E-1,1.159764234E0
1.893312572E2,1.768948357E0,-5.690198909E-1,7.584844422E-1
1.893411882E2,1.622437891E0,-6.558742860E-1,2.997773910E-1
1.893511182E2,1.234649525E0,-4.430497792E-1,8.641307652E-2
1.893610492E2,7.182933862E-1,-3.196172129E-2,3.267377329E-1
1.893709792E2,3.131323950E-1,2.446707090E-1,9.328098214E-1
1.893809102E2,7.293782087E-2,3.180413518E-1,1.577312150E0
1.893908402E2,-1.642949010E-1,2.045359324E-1,1.653593171E0
1.894007702E2,-8.056150469E-1,1.724226952E-2,1.597205547E0
1.894107012E2,-1.722859873E0,1.311749741E-2,1.778805447E0
1.894206312E2,-2.349186131E0,-3.041794673E-2,1.779577280E0
1.894305622E2,-2.358952297E0,-3.408937689E-1,1.521471825E0
1.894404922E2,-1.980308100E0,-5.102064031E-1,1.147278675E0
1.894504232E2,-1.812808468E0,-1.326212098E-1,6.374383074E-1
1.894603532E2,-2.054034473E0,7.430390952E-1,-2.979121292E-1
1.894702842E2,-2.392189479E0,1.625313551E0,-4.862667328E-1
1.894802142E2,-2.745598701E0,1.934843952E0,-9.739888376E-1
1.894901452E2,-2.216727401E0,1.573400217E0,-2.041521431E0
1.895000752E2,-1.177839001E0,1.118689664E0,-2.834899718E0
1.895100052E2,-4.148678808E-1,7.709215430E-1,-1.744855928E0
1.895199362E2,-1.251259199E-1,5.784027717E-1,3.869102597E-3
1.895298662E2,-1.853146728E-1,7.170509259E-1,-3.965224975E-1
1.895397972E2,-1.915188061E-1,1.084117855E0,-2.095891181E0
1.895497272E2,-3.487373701E-1,1.408201172E0,-1.652699132E0
1.895596582E2,-7.997954594E-1,1.615685380E0,-5.160869479E-2
1.895695882E2,-1.441396546E0,1.728400986E0,1.298877681E0
1.895795192E2,-1.587091180E0,1.569848472E0,1.901239711E0
1.895894492E2,-1.270474685E0,1.148420709E0,2.039397138E0
1.895993792E2,-9.666563561E-1,7.686979931E-1,1.468956812E0
1.896093102E2,-9.385737142E-1,4.222345320E-1,3.627735382E-1
1.896192377E2,-9.567777045E-1,3.370978296E-2,-2.654226601E-1
1.896291687E2,-9.306462054E-1,-1.495065434E-1,-1.131009382E-1
1.896390987E2,-1.463706597E0,-4.258174865E-1,6.186874563E-1
1.896490297E2,-2.695012392E0,-8.272076449E-1,1.462439505E0
1.896589597E2,-3.901953424E0,-1.207237194E0,2.299321076E0
1.896688897E2,-4.571727419E0,-1.670888504E0,3.070747746E0
1.896788207E2,-4.542213306E0,-1.984982510E0,3.733870533E0
1.896887507E2,-4.025139055E0,-2.266921947E0,3.548657638E0
1.896986817E2,-3.470610465E0,-2.613696918E0,2.848723705E0
1.897086117E2,-2.951804854E0,-2.683127926E0,2.516871997E0
1.897185427E2,-2.419207416E0,-2.285899524E0,2.153546482E0
1.897284727E2,-2.034011852E0,-1.702121260E0,1.383056536E0
1.897384037E2,-1.865776933E0,-9.794556919E-1,9.403673476E-1
1.897483337E2,-1.816696136E0,-5.605884983E-1,1.187739653E0
1.897582637E2,-1.548271661E0,-7.207045586E-1,2.557930561E0
1.897681947E2,-1.242781102E0,-7.581509317E-1,2.786580082E0
1.897781247E2,-5.860542919E-1,-8.079933288E-1,2.516038184E0
1.897880557E2,1.538583702E-1,-9.308162132E-1,2.123498810E0
1.897979857E2,4.909921601E-1,-8.419919642E-1,1.602211348E0
1.898079167E2,4.189053467E-1,-5.107722674E-1,9.056062353E-1
1.898178467E2,6.041547865E-1,-3.676732126E-1,2.425074220E-1
1.898277777E2,7.596914537E-1,-1.191227663E-1,-1.650493562E-1
1.898377077E2,5.396427485E-1,2.787934881E-1,-2.777661324E-1
1.898476377E2,7.251073658E-1,2.979684086E-1,-2.587971801E-1
1.898575687E2,1.109264756E0,-7.942711562E-3,-1.717830098E-1
1.898674987E2,1.685630066E0,-3.843730067E-1,-4.210878199E-1
1.898774297E2,2.238249540E0,-5.610128234E-1,-7.956791657E-1
1.898873597E2,2.737412015E0,-2.610395324E-1,-1.414255525E0
1.898972907E2,3.244134647E0,1.984887603E-2,-2.323838452E0
1.899072207E2,3.295244866E0,9.092868017E-3,-2.618749205E0
1.899171517E2,3.192139743E0,1.255786589E-1,-2.450216078E0
1.899270817E2,2.968215942E0,2.121646851E-1,-2.457771265E0
1.899370117E2,2.847256346E0,1.911191672E-1,-2.313095362E0
1.899469427E2,2.776914634E0,1.335009965E-1,-2.406951944E0
1.899568727E2,2.549065597E0,2.808852565E-1,-3.194088913E0
1.899668037E2,2.214213829E0,4.589609666E-1,-4.017079838E0
1.899767337E2,1.922155640E0,1.940239909E-1,-4.471107363E0
1.899866647E2,1.412580590E0,-2.465738681E-1,-4.167792406E0
1.899965947E2,6.247358161E-1,-1.203066082E-1,-3.593377143E0
1.900065247E2,5.219496587E-1,-3.678718717E-1,-2.558666725E0
1.900164557E2,5.337016851E-1,-6.061137499E-1,-1.345694582E0
1.900263857E2,8.597990017E-1,-4.886130743E-1,-8.980422771E-1
1.900363167E2,1.432984888E0,-1.901827356E-1,-1.161392684E0
1.900462467E2,1.573275378E0,1.836741999E-2,-1.385726960E0
1.900561777E2,7.846929784E-1,1.126580116E-1,-7.401183379E-1
1.900661077E2,-2.265095861E-1,3.020478648E-1,-5.665969509E-1
1.900760387E2,1.520395938E-1,3.408755694E-1,1.916044861E-1
1.900859687E2,1.173956596E0,-6.434086069E-2,2.495240808E0
1.900958987E2,1.587658067E0,-4.173458943E-1,4.464295941E0
1.901058297E2,1.501554308E0,-5.272845121E-1,4.368120938E0
1.901157597E2,1.288124651E0,-5.509347452E-1,3.475851032E0
1.901256907E2,9.804242101E-1,-5.960256949E-1,2.568358485E0
1.901356207E2,4.411721286E-1,-9.196405761E-1,1.703662879E0
1.901455517E2,-3.309964793E-1,-1.325859073E0,1.692439148E0
1.901554817E2,-5.369020855E-1,-9.080752221E-1,2.191945732E0
1.901654127E2,-2.238543655E-1,-1.214930083E-1,2.350867791E0
1.901753427E2,2.608593468E-1,4.626811114E-1,2.047831746E0
1.901852727E2,6.213765907E-1,4.544571488E-1,1.893202128E0
1.901952037E2,6.228885345E-1,1.432636540E-1,1.608901148E0
1.902051337E2,3.305833004E-1,-3.361858101E-1,1.079039329E0
1.902150647E2,9.604972646E-2,-9.382771142E-1,6.547139060E-1
1.902249947E2,3.114820549E-1,-1.426054329E0,2.298137015E-1
1.902349257E2,6.038931236E-1,-1.637428690E0,4.483370143E-1
1.902448557E2,1.013792004E0,-1.617170719E0,5.642083633E-1
1.902547867E2,1.523700784E0,-1.478548146E0,-3.401091456E-2
1.902647167E2,1.917336803E0,-1.335951075E0,-9.610857868E-1
1.902746467E2,2.260313424E0,-1.206396803E0,-1.752887664E0
1.902845777E2,2.736305137E0,-1.048097618E0,-2.000608463E0
1.902945077E2,2.924859130E0,-9.226061377E-1,-2.520448739E0
1.903044387E2,2.512872502E0,-8.099351891E-1,-2.827561462E0
1.903143687E2,1.713721259E0,-8.969777915E-1,-2.671578798E0
1.903242997E2,1.287705698E0,-8.741760624E-1,-2.863199657E0
1.903342297E2,1.769525039E0,-3.724530921E-1,-2.950684528E0
1.903441597E2,2.486138155E0,3.289328507E-1,-2.594697853E0
1.903540907E2,2.702151550E0,8.370333061E-1,-2.173343984E0
1.903640207E2,2.088216711E0,1.522410303E0,-1.294734344E0
1.903739517E2,5.109484148E-1,2.415979753E0,2.280794173E-1
1.903838817E2,-8.774615398E-1,2.531884139E0,1.547135839E0
1.903938127E2,-8.131959620E-1,1.510355976E0,1.755514233E0
1.904037427E2,-2.348227188E-1,3.572020919E-1,4.917321253E-1
1.904136737E2,5.819996864E-2,-4.795279630E-1,-1.035647727E0
1.904236037E2,2.989660898E-1,-1.019664947E0,-2.088079301E0
1.904335337E2,4.440320018E-1,-1.100150994E0,-2.469434121E0
1.904434647E2,3.373925292E-1,-9.441759315E-1,-2.409690780E0
1.904533947E2,4.738598183E-1,-8.809879225E-1,-1.931769193E0
1.904633257E2,3.395904976E-1,-8.136868358E-1,-6.210321897E-1
1.904732557E2,-1.164946622E-1,-6.305981614E-1,1.641173100E-1
1.904831867E2,-4.060251001E-1,-6.162752605E-1,-7.541563332E-2
1.904931167E2,-6.275594366E-1,-1.032739175E0,-1.427235174E-1
1.905030467E2,-1.026219968E0,-1.409064074E0,-5.372714102E-2
1.905129777E2,-9.072235751E-1,-1.013314798E0,-3.279919606E-1
1.905229077E2,-4.422404149E-1,-4.366147356E-1,-1.169454240E0
1.905328387E2,-4.228454930E-1,-2.956613166E-1,-1.210083033E0
1.905427687E2,-1.371363567E0,-2.514732501E-1,-2.965503126E-1
1.905526997E2,-2.722655689E0,-5.223667113E-1,1.912542379E-1
1.905626297E2,-3.584845471E0,-1.194554875E0,2.038491404E-1
1.905725607E2,-3.945150607E0,-1.862620167E0,7.216616017E-1
1.905824907E2,-3.173390939E0,-1.781088931E0,2.881377481E0
1.905924207E2,-8.919942096E-1,-2.822706811E-3,3.383494261E0
1.906023517E2,1.011279455E0,1.494122643E0,3.103343049E0
1.906122817E2,1.296923249E0,1.517403186E0,3.995137576E0
1.906222092E2,-3.648984164E-2,1.366427055E0,4.619695637E0
1.906321392E2,-1.484953040E0,8.253657719E-1,4.857318880E0
1.906420702E2,-2.410890775E0,5.657411378E-2,5.042159307E0
1.906520002E2,-2.974850485E0,-3.668169609E-1,4.547184901E0
1.906619302E2,-2.853271669E0,-8.233169807E-1,3.311123857E0
1.906718612E2,-2.391745237E0,-1.309751455E0,1.776775879E0
1.906817912E2,-1.685702571E0,-1.572840930E0,2.278344190E-1
1.906917222E2,-8.753939644E-1,-1.358632570E0,-7.694573271E-1
1.907016522E2,-3.011855467E-1,-6.294897486E-1,-7.944471574E-1
1.907115832E2,9.453047365E-2,2.124232051E-1,-2.027282292E-1
1.907215132E2,4.108372124E-1,6.631843288E-1,6.272717535E-2
1.907314432E2,9.205982038E-1,5.639431921E-1,-3.402974260E-1
1.907413742E2,1.509318388E0,2.692692509E-1,-9.510320842E-1
1.907513042E2,1.938125409E0,1.997810132E-1,-1.390115295E0
1.907612352E2,2.012899603E0,4.531426216E-1,-1.688218628E0
1.907711652E2,1.697738626E0,8.996436102E-1,-2.082001705E0
1.907810962E2,1.016270785E0,1.228838562E0,-2.429995821E0
1.907910262E2,3.145740625E-1,1.225193408E0,-2.725355056E0
1.908009572E2,-5.796213314E-2,8.666843905E-1,-2.846867799E0
1.908108872E2,-1.146584903E-1,3.975916609E-1,-2.907327424E0
1.908208172E2,2.371643825E-1,5.364233812E-2,-2.961324121E0
1.908307482E2,8.542630041E-1,-5.887298316E-2,-3.055004117E0
1.908406782E2,1.400524947E0,1.907961451E-1,-2.945492785E0
1.908506092E2,1.641687071E0,6.999597339E-1,-2.465698920E0
1.908605392E2,1.544329176E0,1.159232284E0,-1.858306530E0
1.908704702E2,1.246718763E0,1.291944637E0,-1.432045094E0
1.908804002E2,1.014510481E0,1.126208233E0,-1.184215536E0
1.908903302E2,8.296487112E-1,8.746246900E-1,-7.744163507E-1
1.909002612E2,6.765063326E-1,6.426276382E-1,-2.044783008E-1
1.909101912E2,4.952023016E-1,5.699086677E-1,3.636488664E-1
1.909201222E2,3.204092914E-1,7.209547464E-1,7.366708195E-1
1.909300522E2,2.387701741E-1,8.693644617E-1,9.357094556E-1
1.909399832E2,3.320679816E-1,8.765823378E-1,7.910815001E-1
1.909499132E2,6.625915673E-1,9.078297852E-1,3.270850575E-1
1.909598442E2,1.092442829E0,1.164619178E0,7.194531083E-2
1.909697742E2,1.390604561E0,1.403262906E0,3.430251521E-1
1.909797042E2,1.388441091E0,1.265445348E0,1.064861585E0
1.909896352E2,1.092296575E0,6.415608137E-1,1.847372237E0
1.909995652E2,6.909521712E-1,-2.015447299E-2,2.429952552E0
1.910094962E2,3.035306456E-1,-5.081588544E-1,2.852439026E0
1.910194262E2,1.496713983E-1,-8.221757504E-1,2.892222896E0
1.910293572E2,2.399001485E-1,-8.799146660E-1,2.605280728E0
1.910392872E2,5.260016330E-1,-6.740662164E-1,2.292805524E0
1.910492172E2,9.163368993E-1,-4.125732507E-1,2.035110544E0
1.910591482E2,1.237012385E0,-2.063592770E-1,1.738319911E0
1.910690782E2,1.355403299E0,-5.603832610E-2,1.579182090E0
1.910790092E2,1.252451958E0,-9.680430964E-3,1.726062977E0
1.910889392E2,9.825968892E-1,-6.158521414E-2,1.810937067E0
1.910988702E2,6.986281036E-1,-2.365469896E-1,1.559652974E0
1.911088002E2,4.785026537E-1,-4.633582190E-1,1.186376667E0
1.911187302E2,3.286617592E-1,-6.707561807E-1,8.819700354E-1
1.911286612E2,2.870870326E-1,-8.265045903E-1,6.800762039E-1
1.911385912E2,3.228728695E-1,-8.570824584E-1,6.210023689E-1
1.911485222E2,3.738826632E-1,-7.349923763E-1,6.618165189E-1
1.911584522E2,4.590352263E-1,-5.576531960E-1,5.007099402E-1
1.911683832E2,5.826393718E-1,-3.404919190E-1,9.583411038E-2
1.911783132E2,7.498464967E-1,-1.505056498E-1,-3.974674076E-1
1.911882432E2,9.110423917E-1,-4.650334463E-2,-8.391432738E-1
1.911981742E2,8.961590351E-1,6.591902420E-2,-1.088958546E0
1.912081042E2,6.965883024E-1,1.866165188E-1,-1.128185177E0
1.912180352E2,4.063054740E-1,2.956077415E-1,-1.050072223E0
1.912279652E2,1.562150905E-1,3.910697497E-1,-8.879219162E-1
1.912378962E2,1.366532305E-1,2.150146180E-1,-6.176595157E-1
1.912478262E2,3.331256698E-1,-2.916358010E-1,-5.950161731E-1
1.912577562E2,6.320025896E-1,-8.053321148E-1,-1.136384727E0
1.912676872E2,9.105597040E-1,-9.660281458E-1,-1.866071633E0
1.912776172E2,1.069074797E0,-6.912833429E-1,-2.160546768E0
1.912875482E2,8.565417371E-1,7.024260163E-3,-1.880612488E0
1.912974782E2,3.726453924E-1,6.459704183E-1,-1.543014137E0
1.913074092E2,-2.975713827E-2,8.746025437E-1,-1.642112163E0
1.913173392E2,-2.220598550E-1,7.160542680E-1,-1.925205109E0
1.913272692E2,-1.603725339E-1,3.594090503E-1,-1.947965396E0
1.913372002E2,5.771486901E-2,3.545239940E-2,-1.761759644E0
1.913471302E2,3.354255259E-1,-1.982583252E-1,-1.530090036E0
1.913570612E2,4.867128754E-1,-4.927515873E-1,-1.263471621E0
1.913669912E2,3.727408848E-1,-8.492104250E-1,-1.058983964E0
1.913769222E2,1.055261627E-1,-1.096427925E0,-1.064472746E0
1.913868522E2,-1.715017221E-1,-1.073720410E0,-1.034021031E0
1.913967832E2,-5.241404642E-1,-6.480203059E-1,-6.062901896E-1
1.914067132E2,-1.056992476E0,-2.452939126E-1,1.712029660E-1
1.914166432E2,-1.714625823E0,-3.535328910E-1,1.002760062E0
1.914265742E2,-2.470621691E0,-1.044250150E0,1.794212276E0
1.914365042E2,-3.071862810E0,-1.954213146E0,2.334803735E0
1.914464352E2,-3.273146484E0,-2.548810658E0,2.452904627E0
1.914563652E2,-3.166553205E0,-2.589801979E0,2.395765051E0
1.914662962E2,-2.715356025E0,-2.075532346E0,2.506226556E0
1.914762262E2,-2.047295118E0,-1.363018713E0,2.505114416E0
1.914861562E2,-1.218382937E0,-8.974731968E-1,1.981303296E0
1.914960872E2,-4.280550697E-1,-7.475447403E-1,1.093625793E0
1.915060172E2,1.933116173E-1,-6.930367036E-1,2.652484131E-1
1.915159482E2,6.811605701E-1,-5.937846033E-1,-1.465323937E-1
1.915258782E2,9.877394423E-1,-4.130502373E-1,-1.114812595E-1
1.915358092E2,1.074267782E0,-1.821698575E-1,6.012984216E-2
1.915457392E2,9.091528639E-1,3.583948508E-2,2.284635794E-1
1.915556692E2,5.071251763E-1,1.917904276E-1,3.639207619E-1
1.915656002E2,-1.473403327E-2,8.485099286E-2,2.180222064E-1
1.915755302E2,-4.829419329E-1,-2.012047371E-1,-1.220828462E-1
1.915854612E2,-7.379593266E-1,-4.354199302E-1,-4.818696266E-1
1.915953912E2,-7.123352196E-1,-4.535522190E-1,-8.124179900E-1
1.916053222E2,-4.108738305E-1,-2.312556249E-1,-1.066814556E0
1.916152522E2,2.024920017E-2,1.650088643E-1,-1.200100667E0
1.916251821E2,3.659616595E-1,6.490980209E-1,-1.225750063E0
1.916351131E2,4.595678345E-1,1.090678870E0,-1.142837130E0
1.916450431E2,2.277720000E-1,1.266548572E0,-1.077478123E0
1.916549741E2,-2.387013962E-1,1.180029368E0,-1.038556132E0
1.916649041E2,-6.647407115E-1,9.152409849E-1,-1.057008775E0
1.916748351E2,-8.397450254E-1,5.807391728E-1,-1.184434807E0
1.916847651E2,-7.061789055E-1,3.094767523E-1,-1.412030075E0
1.916946951E2,-3.221213561E-1,2.157539618E-1,-1.668024099E0
1.917046261E2,1.215439522E-1,2.746286443E-1,-1.815666879E0
1.917145561E2,5.087285925E-1,4.444473003E-1,-1.890411252E0
1.917244871E2,8.310130128E-1,5.877680011E-1,-1.995810238E0
1.917344171E2,1.052093678E0,7.701601624E-1,-1.908468624E0
1.917443481E2,1.059778089E0,8.617246360E-1,-1.576381273E0
1.917542781E2,9.545324468E-1,6.683887162E-1,-1.332904383E0
1.917642081E2,9.314414267E-1,2.732433110E-1,-1.189033057E0
1.917741391E2,1.050165632E0,-1.298806199E-1,-9.949721557E-1
1.917840691E2,1.278423828E0,-3.945625839E-1,-6.857865947E-1
1.917940001E2,1.607289801E0,-4.977314416E-1,-5.172025967E-1
1.918039301E2,1.967746527E0,-3.128533731E-1,-4.717948741E-1
1.918138611E2,2.288379766E0,1.835362056E-1,-2.789770907E-1
1.918237911E2,2.481822909E0,6.307053848E-1,1.611305523E-1
1.918337211E2,2.409691219E0,6.255726258E-1,7.165885574E-1
1.918436521E2,1.881665426E0,5.221154273E-2,1.538181413E0
1.918535821E2,1.075613007E0,-7.470833950E-1,2.452837969E0
1.918635131E2,2.733488533E-1,-1.303448157E0,3.051254298E0
1.918734431E2,-3.200502723E-1,-1.589268975E0,3.205528405E0
1.918833731E2,-5.020621088E-1,-1.611151449E0,3.081818864E0
1.918933041E2,-2.667842939E-1,-1.300828458E0,2.947769106E0
1.919032341E2,2.045490887E-1,-7.094950077E-1,2.847871181E0
1.919131651E2,7.028179991E-1,-1.735731348E-1,2.744182506E0
1.919230951E2,1.113835233E0,1.563637559E-1,2.583705087E0
1.919330261E2,1.350387412E0,2.841511457E-1,2.351719145E0
1.919429561E2,1.491682016E0,3.591731152E-1,2.134770488E0
1.919528861E2,1.580469646E0,4.711379394E-1,1.992806523E0
1.919628171E2,1.731592689E0,5.855873917E-1,1.897788684E0
1.919727471E2,1.906179731E0,6.785402866E-1,1.762658361E0
1.919826781E2,1.946922399E0,6.910657534E-1,1.663664415E0
1.919926081E2,1.726001728E0,5.276159030E-1,1.649769092E0
1.920025391E2,1.261423049E0,2.653924008E-1,1.635149299E0
1.920124691E2,6.618527716E-1,1.410493134E-1,1.651508054E0
1.920223991E2,8.900010400E-2,1.647624041E-1,1.563267138E0
1.920323301E2,-2.287331361E-1,1.864479728E-1,1.283304207E0
1.920422601E2,-2.046703818E-1,1.044847736E-1,8.814677596E-1
1.920521911E2,7.385486528E-2,-2.490628816E-2,4.243230844E-1
1.920621211E2,3.576985936E-1,-1.720801945E-1,-1.153889537E-2
1.920720521E2,3.785580969E-1,-1.081374561E-1,-2.613366258E-1
1.920819821E2,2.851935580E-2,2.357071102E-1,-3.159507895E-1
1.920919121E2,-4.035460268E-1,6.257119357E-1,-5.244215691E-1
1.921018431E2,-6.817636373E-1,9.171566058E-1,-1.027928233E0
1.921117731E2,-6.011243208E-1,9.151194359E-1,-1.584438736E0
1.921217041E2,-1.235757865E-1,6.572236041E-1,-1.861302059E0
1.921316341E2,5.983719633E-1,3.203524272E-1,-1.903361081E0
1.921415651E2,1.317251971E0,-6.945403151E-2,-2.029389628E0
1.921514951E2,1.803856673E0,-4.312708922E-1,-2.363640448E0
1.921614251E2,1.899062793E0,-6.892330898E-1,-2.525942198E0
1.921713561E2,1.606794542E0,-7.577710819E-1,-2.410980676E0
1.921812861E2,9.609092009E-1,-5.599076631E-1,-1.972529549E0
1.921912171E2,1.106241673E-1,-2.078919784E-1,-1.368283546E0
1.922011471E2,-7.175983715E-1,-1.532694094E-2,-9.500824964E-1
1.922110781E2,-1.205388085E0,-2.467008258E-1,-1.104092309E0
1.922210081E2,-1.222850575E0,-5.756501949E-1,-1.588486179E0
1.922309381E2,-8.359495977E-1,-6.307840298E-1,-1.744596897E0
1.922408691E2,-2.911172991E-1,-4.723078211E-1,-1.492961386E0
1.922507991E2,1.622637061E-1,-3.102437608E-1,-1.205531561E0
1.922607301E2,3.171716150E-1,-2.768044116E-1,-1.114946496E0
1.922706601E2,9.480931275E-2,-4.220543647E-1,-9.827777874E-1
1.922805911E2,-4.881395229E-1,-7.002599153E-1,-6.113012534E-1
1.922905211E2,-1.262478763E0,-1.087976068E0,-6.207345665E-2
1.923004511E2,-2.023535834E0,-1.654155235E0,4.281617814E-1
1.923103821E2,-2.576518275E0,-2.289075000E0,6.559523463E-1
1.923203121E2,-2.806236082E0,-2.692100186E0,5.034066761E-1
1.923302431E2,-2.663145944E0,-2.662667057E0,2.406281269E-1
1.923401731E2,-2.293997917E0,-2.106535891E0,3.414656997E-1
1.923501031E2,-1.812751165E0,-1.323039692E0,7.637978071E-1
1.923600341E2,-1.275852954E0,-7.358203420E-1,9.647350341E-1
1.923699641E2,-8.504297157E-1,-4.856798185E-1,8.688342655E-1
1.923798951E2,-6.584993935E-1,-4.727048470E-1,7.867697632E-1
1.923898251E2,-7.162476647E-1,-5.206303076E-1,9.824982905E-1
1.923997561E2,-7.211044351E-1,-7.129973437E-1,1.375003166E0
1.924096861E2,-5.501051715E-1,-1.020253397E0,1.742917576E0
1.924196161E2,-3.786803768E-1,-1.107212238E0,1.880589100E0
1.924295471E2,-3.770483458E-1,-8.473662863E-1,1.843365725E0
1.924394771E2,-6.518769101E-1,-3.382914656E-1,1.778753992E0
1.924494081E2,-1.018708708E0,3.538786076E-2,1.517685753E0
1.924593381E2,-1.195187617E0,1.282730741E-1,9.164504814E-1
1.924692691E2,-1.093992195E0,1.512777746E-1,3.245877117E-1
1.924791991E2,-7.582777432E-1,1.744975065E-1,-6.492865205E-2
1.924891291E2,-3.361948733E-1,1.888255238E-1,-4.192699206E-1
