"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.593914237E1,-3.634510551E0,-1.541735351E-2,-5.233398708E-1
2.594907337E1,-3.813103228E0,-3.513150421E-1,-8.336878216E-1
2.595900537E1,-3.690800527E0,-9.979261690E-1,-1.186370747E0
2.596893637E1,-3.476832780E0,-1.903779449E0,-1.573783355E0
2.597886738E1,-3.483271734E0,-2.695950285E0,-1.924458420E0
2.598879987E1,-3.624869077E0,-3.265372026E0,-2.218868067E0
2.599873087E1,-3.957285041E0,-3.741804035E0,-2.342354829E0
2.600866187E1,-4.474332102E0,-3.852168768E0,-2.292106782E0
2.601859387E1,-4.832327296E0,-3.873469883E0,-2.151329802E0
2.602852488E1,-4.944291535E0,-4.018919372E0,-1.922385582E0
2.603845687E1,-4.618005792E0,-4.448534771E0,-1.782350614E0
2.604838787E1,-4.177884116E0,-5.080389572E0,-1.869384080E0
2.605831888E1,-3.965092244E0,-5.451325824E0,-2.029536393E0
2.606825087E1,-4.127137885E0,-5.463904939E0,-2.141217043E0
2.607818187E1,-4.533183743E0,-5.082331433E0,-2.013215645E0
2.608811287E1,-4.587738265E0,-4.894336140E0,-1.627360223E0
2.609804487E1,-4.391117452E0,-5.090396497E0,-1.158795278E0
2.610797587E1,-3.875246267E0,-5.321164464E0,-7.981110227E-1
2.611790687E1,-3.119376699E0,-5.767688842E0,-6.941755950E-1
2.612783887E1,-2.178697110E0,-6.261980878E0,-8.524953908E-1
2.613776988E1,-1.191149749E0,-6.889316366E0,-1.239123815E0
2.614770187E1,-2.903744835E-1,-7.739937140E0,-1.564769872E0
2.615763287E1,4.496327573E-1,-8.712032064E0,-1.881984830E0
2.616756388E1,7.196782261E-1,-9.316914244E0,-1.944327843E0
2.617749587E1,7.684545296E-1,-9.030858514E0,-1.392391616E0
2.618742687E1,7.895851976E-1,-8.005122403E0,-5.670466018E-1
2.619735787E1,9.015699023E-1,-6.853189344E0,3.402752066E-1
2.620728987E1,1.205985305E0,-5.548196061E0,1.181878989E0
2.621722087E1,1.749388105E0,-4.324554504E0,1.533104861E0
2.622715287E1,2.243760248E0,-3.250573601E0,1.425959312E0
2.623708387E1,2.623155082E0,-2.188130423E0,1.168709890E0
2.624701487E1,2.854723533E0,-1.391554295E0,9.194150198E-1
2.625694687E1,2.535256228E0,-6.781700116E-1,5.808530474E-1
2.626687787E1,1.643986781E0,-4.085683465E-2,4.656375367E-2
2.627680888E1,4.320221132E-1,5.583927226E-1,-5.016338003E-1
2.628674087E1,-5.142415667E-1,1.200219950E0,-7.439716530E-1
2.629667187E1,-1.445691910E0,1.776829673E0,-1.136299943E0
2.630660387E1,-2.268429067E0,2.251458108E0,-1.509347624E0
2.631653487E1,-2.824068335E0,2.632350413E0,-1.739230907E0
2.632646587E1,-3.320434379E0,3.023343199E0,-1.832869388E0
2.633639787E1,-3.627575169E0,3.481676613E0,-1.737993051E0
2.634632887E1,-3.494898922E0,3.626093484E0,-1.532571595E0
2.635625987E1,-2.979840499E0,3.320264810E0,-1.150846646E0
2.636619187E1,-2.772171957E0,3.233834192E0,-7.286273897E-1
2.637612287E1,-2.817183824E0,3.413264190E0,-3.507867461E-1
2.638605487E1,-2.798251124E0,3.520930726E0,-6.697285691E-2
2.639598587E1,-2.574251894E0,3.257031850E0,1.569170304E-1
2.640591687E1,-2.214102001E0,2.770418962E0,3.221605325E-1
2.641584887E1,-1.723131768E0,2.207154340E0,3.655696768E-1
2.642577987E1,-1.221766355E0,1.532375128E0,2.844296193E-1
2.643571087E1,-5.618414104E-1,6.862298137E-1,2.900651658E-1
2.644564287E1,3.812314439E-1,-5.508568311E-1,3.446571100E-1
2.645557387E1,1.161504951E0,-2.009611421E0,3.306986733E-1
2.646550487E1,1.775637426E0,-3.073048040E0,1.933242253E-1
2.647543687E1,1.874603890E0,-3.159533622E0,9.642129508E-1
2.648536787E1,1.741533540E0,-2.107386222E0,2.416187621E0
2.649529987E1,1.954963928E0,-1.047808766E0,3.388833354E0
2.650523087E1,2.711357406E0,-4.234267062E-1,4.011912653E0
2.651516187E1,4.225046588E0,-4.383195645E-1,4.328837297E0
2.652509387E1,6.217612206E0,-9.781830454E-1,4.309917169E0
2.653502487E1,8.188394022E0,-1.544489974E0,4.018578479E0
2.654495587E1,9.794325369E0,-1.786389871E0,3.796742426E0
2.655488787E1,1.088560935E1,-1.644402518E0,3.558642051E0
2.656481887E1,1.148418648E1,-9.890559429E-1,3.724215610E0
2.657475087E1,1.217493093E1,4.287938654E-2,4.152665367E0
2.658468187E1,1.298418558E1,9.306872821E-1,4.168009338E0
2.659461287E1,1.357401059E1,1.482551588E0,3.941636430E0
2.660454487E1,1.386429795E1,1.878432062E0,3.688982920E0
2.661447587E1,1.357057009E1,2.151770098E0,3.449599957E0
2.662440687E1,1.266440954E1,2.108220620E0,3.307406198E0
2.663433887E1,1.132135205E1,1.757584147E0,3.419386225E0
2.664426987E1,9.882961557E0,9.869702411E-1,3.435973606E0
2.665420087E1,8.314288083E0,8.790704012E-2,3.191724883E0
2.666413287E1,6.788516800E0,-4.893815446E-1,2.994295693E0
2.667406387E1,5.282458820E0,-7.433261204E-1,2.800606967E0
2.668399587E1,3.740353925E0,-5.746321946E-1,2.693961940E0
2.669392687E1,2.235698692E0,-5.344764411E-2,2.563684806E0
2.670385787E1,8.365050101E-1,5.529448718E-1,2.306092883E0
2.671378987E1,-1.925833100E-1,9.697209549E-1,2.049092406E0
2.672372087E1,-8.612755698E-1,1.105745902E0,1.976287555E0
2.673365187E1,-1.323457037E0,1.061514639E0,1.960853244E0
2.674358387E1,-1.815671557E0,9.119440323E-1,1.802146655E0
2.675351487E1,-2.479681367E0,9.496006858E-1,1.516570104E0
2.676344687E1,-3.085001503E0,1.110613124E0,1.189356335E0
2.677337787E1,-3.400649992E0,1.090762412E0,7.795578074E-1
2.678330887E1,-3.517119511E0,9.102799147E-1,3.753526898E-1
2.679324087E1,-3.516752890E0,7.839531595E-1,1.008305196E-1
2.680317187E1,-3.552924936E0,6.712755597E-1,-1.565416574E-1
2.681310287E1,-3.543006304E0,4.433306283E-1,-4.427652025E-1
2.682303487E1,-3.454869468E0,-5.418614745E-3,-7.398914659E-1
2.683296587E1,-3.429727610E0,-5.824727261E-1,-1.009451616E0
2.684289687E1,-3.479192716E0,-1.003009738E0,-1.139883116E0
2.685282887E1,-3.193022380E0,-1.623354003E0,-1.104016296E0
2.686275987E1,-2.678441091E0,-2.526007979E0,-9.924712285E-1
2.687269188E1,-2.131342850E0,-3.392634336E0,-1.038243306E0
2.688262287E1,-1.649418844E0,-4.251569265E0,-1.184045967E0
2.689255387E1,-1.540500419E0,-4.889935818E0,-1.404722224E0
2.690248587E1,-1.821711731E0,-5.013928950E0,-1.554926670E0
2.691241687E1,-2.125154157E0,-4.930504970E0,-1.527837835E0
2.692234787E1,-2.277230296E0,-4.964669082E0,-1.312711608E0
2.693227987E1,-2.431676896E0,-5.050914928E0,-8.740827262E-1
2.694221087E1,-2.564070722E0,-5.008586349E0,-1.891702171E-1
2.695214187E1,-2.646745089E0,-5.174548455E0,5.238556317E-1
2.696207387E1,-2.435013902E0,-5.781226315E0,1.102146502E0
2.697200487E1,-2.180193413E0,-6.677907361E0,1.528562744E0
2.698193712E1,-2.112690232E0,-7.502930778E0,1.601664634E0
2.699186812E1,-1.988556767E0,-8.188690476E0,1.405944293E0
2.700179912E1,-1.501182572E0,-9.061446469E0,8.978341893E-1
2.701173112E1,-1.081209231E0,-1.020459233E1,1.973389236E-1
2.702166212E1,-1.142813741E0,-1.080429797E1,-3.504446109E-1
2.703159312E1,-1.689207977E0,-1.045496192E1,-3.992735394E-1
2.704152512E1,-2.258095867E0,-9.279750511E0,-1.136266760E-1
2.705145612E1,-2.407482287E0,-7.814375703E0,3.172898749E-1
2.706138813E1,-2.222623149E0,-6.514620355E0,7.606456462E-1
2.707131912E1,-2.089179747E0,-5.234378335E0,6.922004056E-1
2.708125012E1,-2.084703119E0,-4.079746495E0,4.085964862E-1
2.709118212E1,-2.063474218E0,-3.098279361E0,3.567105603E-1
2.710111312E1,-2.331633959E0,-2.496923636E0,3.352349798E-1
2.711104412E1,-2.789768568E0,-2.261982804E0,3.247404702E-1
2.712097612E1,-3.253752147E0,-2.096359836E0,3.605450182E-1
2.713090712E1,-3.660527737E0,-1.998443824E0,1.843907762E-1
2.714083812E1,-3.700128590E0,-2.148716389E0,-3.030249345E-1
2.715077012E1,-3.887497938E0,-2.035729472E0,-4.057979357E-1
2.716070112E1,-4.278793609E0,-1.266367162E0,-6.293417410E-1
2.717063212E1,-4.790159515E0,-2.408333641E-1,-1.021813799E0
2.718056412E1,-5.053461390E0,7.115929887E-1,-1.176894749E0
2.719049512E1,-4.971177617E0,1.499704980E0,-1.233930902E0
2.720042712E1,-4.397402040E0,1.814833651E0,-1.267829551E0
2.721035812E1,-3.656887845E0,1.617735121E0,-1.182955973E0
2.722028912E1,-2.830727144E0,1.378035532E0,-6.334710447E-1
2.723022112E1,-2.144763964E0,1.309109724E0,-8.098035537E-2
2.724015212E1,-1.640310051E0,1.111401329E0,4.329816413E-1
2.725008312E1,-1.151507966E0,8.989070803E-1,9.916586117E-1
2.726001512E1,-6.604237121E-1,7.665354735E-1,1.453261131E0
2.726994612E1,-1.850561893E-1,6.837272054E-1,1.813176112E0
2.727987712E1,5.196385467E-1,5.707016963E-1,1.928869998E0
2.728980912E1,1.278011307E0,3.959857231E-1,1.896325711E0
2.729974012E1,2.138255428E0,6.201615393E-2,1.678400276E0
2.730967212E1,2.927740054E0,-3.255735523E-1,1.285302493E0
2.731960312E1,3.815037487E0,-1.003620772E0,7.808019488E-1
2.732953412E1,4.170528318E0,-1.222101400E0,5.418698068E-1
2.733946612E1,4.253769865E0,-5.728616577E-1,5.802040064E-1
2.734939712E1,4.689888538E0,-6.666118205E-2,7.804955547E-1
2.735932812E1,5.402168866E0,1.391035062E-1,9.002910431E-1
2.736926012E1,6.059449115E0,6.137927520E-1,9.062985456E-1
2.737919112E1,6.669006729E0,8.589290822E-1,8.183412194E-1
2.738912212E1,7.439379146E0,8.019801253E-1,9.578090072E-1
2.739905412E1,8.393630707E0,5.871224320E-1,1.155388763E0
2.740898512E1,9.510308563E0,-4.458384991E-2,1.128289257E0
2.741891713E1,1.031381247E1,-5.083645302E-1,1.124685034E0
2.742884812E1,1.096714644E1,-6.074298120E-1,1.130021203E0
2.743877912E1,1.174073658E1,-7.684188616E-1,1.297862020E0
2.744871112E1,1.242285521E1,-4.177923292E-1,1.815135952E0
2.745864212E1,1.271946341E1,7.123984426E-1,2.307100797E0
2.746857312E1,1.269357662E1,2.135568632E0,2.570807884E0
2.747850512E1,1.238972372E1,3.440256107E0,2.547145371E0
2.748843612E1,1.192387371E1,4.161966825E0,2.283696731E0
2.749836712E1,1.142701241E1,4.115926434E0,2.121437666E0
2.750829912E1,1.081126785E1,3.221949726E0,2.173439294E0
2.751823012E1,9.642404766E0,2.074737124E0,2.222895044E0
2.752816213E1,8.127736761E0,1.087265192E0,2.163652225E0
2.753809312E1,6.853521466E0,-2.446410710E-1,2.220318761E0
2.754802412E1,5.311311906E0,-1.198444151E0,2.419655020E0
2.755795612E1,3.414935324E0,-1.209081405E0,2.553659170E0
2.756788712E1,1.772537817E0,-8.799328655E-1,2.478585598E0
2.757781812E1,6.003073186E-1,-6.692325425E-1,2.378930333E0
2.758775012E1,-1.698961133E-1,-7.207155222E-1,2.206359118E0
2.759768112E1,-6.002927005E-1,-1.045955198E0,2.006026493E0
2.760761212E1,-9.100115275E-1,-1.279888263E0,1.904723482E0
2.761754412E1,-1.445476733E0,-1.257349001E0,1.835797673E0
2.762747512E1,-2.033978523E0,-1.184126658E0,1.666858749E0
2.763740713E1,-2.699222680E0,-1.185251078E0,1.583970959E0
2.764733812E1,-3.310860148E0,-1.221400904E0,1.498918530E0
2.765726912E1,-3.811152012E0,-1.422612658E0,1.299616184E0
2.766720112E1,-4.293222783E0,-1.615959322E0,1.087298010E0
2.767713212E1,-4.714694765E0,-1.657675990E0,8.523849515E-1
2.768706312E1,-5.282655287E0,-1.460653766E0,7.405849457E-1
2.769699512E1,-5.452546722E0,-1.345437305E0,6.742857063E-1
2.770692612E1,-5.382750263E0,-1.559858504E0,5.886064553E-1
2.771685712E1,-5.003093475E0,-2.146783300E0,4.091472208E-1
2.772678912E1,-4.833878562E0,-2.720686054E0,2.015709921E-1
2.773672012E1,-4.856187444E0,-3.007250784E0,5.374987207E-2
2.774665112E1,-4.846153037E0,-3.335668715E0,-1.408243418E-2
2.775658312E1,-4.932008874E0,-3.821328506E0,-6.453462280E-2
2.776651412E1,-4.988967771E0,-4.336462651E0,-1.591073426E-1
2.777644612E1,-4.804020340E0,-4.971680478E0,-1.842644763E-1
2.778637712E1,-4.577333145E0,-5.609538031E0,-1.672397232E-1
2.779630812E1,-4.409647864E0,-5.909046450E0,-1.404827913E-1
2.780624012E1,-4.339615762E0,-5.944493440E0,-2.772640027E-2
2.781617112E1,-4.176263852E0,-5.770701327E0,1.836060067E-1
2.782610212E1,-3.801501183E0,-5.594922915E0,4.350843000E-1
2.783603412E1,-3.129287730E0,-5.604047495E0,4.965654337E-1
2.784596512E1,-2.259882776E0,-5.879809202E0,3.357974454E-1
2.785589612E1,-1.738506437E0,-6.238849293E0,-8.151490051E-2
2.786582812E1,-1.587564658E0,-6.217274237E0,-4.274302948E-1
2.787575912E1,-1.502185369E0,-6.219186276E0,-6.788079429E-1
2.788569012E1,-1.132591639E0,-6.699454935E0,-9.377518880E-1
2.789562212E1,-5.724377346E-1,-7.654315192E0,-1.255666173E0
2.790555312E1,-1.291644090E-1,-8.519534124E0,-1.357137583E0
2.791548512E1,3.771512568E-1,-9.369852011E0,-1.234195197E0
2.792541612E1,6.869659781E-1,-9.564057924E0,-1.053639024E0
2.793534712E1,5.007192957E-1,-8.404317078E0,-4.879945485E-1
2.794527912E1,7.951687038E-2,-6.705437222E0,2.403614938E-1
2.795521012E1,-3.430432785E-1,-5.329355829E0,6.812731290E-1
2.796514112E1,-8.286902064E-1,-3.999402536E0,8.856157744E-1
2.797507312E1,-1.078793162E0,-2.674300092E0,9.362924961E-1
2.798500350E1,-1.069534680E0,-1.595136802E0,8.648113811E-1
2.799493450E1,-8.967991590E-1,-8.889147735E-1,6.994661558E-1
2.800486650E1,-6.085249954E-1,-4.786536580E-1,5.119225609E-1
2.801479750E1,-4.071802175E-1,-1.238446122E-1,3.123874962E-1
2.802472850E1,-6.100236368E-1,3.939163935E-1,3.102998575E-2
2.803466050E1,-1.064715405E0,9.759991103E-1,-2.355808103E-1
2.804459150E1,-1.531021498E0,1.559300387E0,-4.802294827E-1
2.805452350E1,-1.999449545E0,2.251878523E0,-6.197288454E-1
2.806445450E1,-2.150859686E0,2.659744619E0,-7.674271739E-1
2.807438550E1,-2.237560446E0,2.830204988E0,-9.018453062E-1
2.808431750E1,-2.265386760E0,2.986670632E0,-1.059403210E0
2.809424850E1,-2.064079989E0,3.067737014E0,-1.114871067E0
2.810417950E1,-1.548421642E0,2.859560350E0,-1.009237608E0
2.811411150E1,-8.664404154E-1,2.598117304E0,-8.366114295E-1
2.812404250E1,-2.511127692E-1,2.441790825E0,-6.317261624E-1
2.813397350E1,3.899081272E-1,2.176925989E0,-3.967125320E-1
2.814390550E1,1.025765347E0,1.814165899E0,-1.979399443E-1
2.815383650E1,1.557990611E0,1.665949507E0,4.564334711E-2
2.816376750E1,2.002881861E0,1.641134509E0,2.987003338E-1
2.817369950E1,2.537174699E0,1.516588231E0,5.486056896E-1
2.818363050E1,3.206864494E0,1.260428730E0,7.723482636E-1
2.819356150E1,3.877448913E0,1.110565177E0,9.163311982E-1
2.820349350E1,4.512062430E0,1.230088697E0,9.610741655E-1
2.821342450E1,4.974049770E0,1.470879961E0,9.302043752E-1
2.822335650E1,5.261158583E0,1.584285539E0,7.625588552E-1
2.823328750E1,5.450566270E0,1.586399893E0,4.861176288E-1
2.824321850E1,5.870851268E0,1.490003865E0,3.017421285E-1
2.825315050E1,6.452829319E0,1.465716285E0,4.177766148E-1
2.826308150E1,7.141835976E0,1.373284670E0,7.062816703E-1
2.827301250E1,8.030405763E0,1.039875848E0,9.157394600E-1
2.828294450E1,9.006846339E0,7.896840155E-1,1.106810095E0
2.829287550E1,9.671346145E0,9.528166544E-1,1.216471190E0
2.830280650E1,1.003550606E1,1.389454560E0,1.260809383E0
2.831273850E1,1.035188136E1,1.565628828E0,1.362092514E0
2.832266950E1,1.067726487E1,1.379542944E0,1.328639424E0
2.833260050E1,1.083826211E1,1.133911355E0,1.179163615E0
2.834253250E1,1.077784751E1,9.231344336E-1,9.800167322E-1
2.835246350E1,1.045659914E1,8.760374504E-1,9.035059154E-1
2.836239550E1,1.012308799E1,5.890543520E-1,8.654532592E-1
2.837232650E1,9.813679068E0,-1.355092227E-2,9.327022326E-1
2.838225750E1,9.494042194E0,-6.815421009E-1,1.215157540E0
2.839218950E1,8.965683110E0,-1.188667021E0,1.780223543E0
2.840212050E1,8.207078800E0,-1.532512538E0,2.428454349E0
2.841205150E1,7.071968765E0,-1.900849702E0,2.866143730E0
2.842198350E1,5.630326052E0,-2.150816417E0,3.283721466E0
2.843191450E1,4.366939800E0,-1.989029222E0,3.686792260E0
2.844184550E1,2.776888322E0,-1.550534241E0,3.893179092E0
2.845177750E1,1.365699077E0,-1.167161547E0,3.817602953E0
2.846170850E1,4.147529465E-1,-1.070695353E0,3.609360215E0
2.847163950E1,-2.806002778E-1,-1.174110963E0,3.451522230E0
2.848157150E1,-9.659495008E-1,-1.133074619E0,3.354960141E0
2.849150250E1,-1.658880224E0,-9.225888884E-1,3.325715877E0
2.850143350E1,-2.207740231E0,-6.757451713E-1,3.386509670E0
2.851136550E1,-2.568499988E0,-4.516488773E-1,3.320047878E0
2.852129650E1,-2.844450560E0,-3.862793452E-1,2.979111936E0
2.853122750E1,-2.943355043E0,-6.173279786E-1,2.341352617E0
2.854115950E1,-3.059518753E0,-9.115768272E-1,1.761133554E0
2.855109050E1,-3.406619414E0,-9.124018693E-1,1.407440010E0
2.856102250E1,-3.916700687E0,-8.479895264E-1,1.159611622E0
2.857095350E1,-4.343100117E0,-9.473945314E-1,1.037198993E0
2.858088450E1,-4.532812445E0,-1.271175035E0,9.908913839E-1
2.859081650E1,-4.446923863E0,-1.983366194E0,1.024946883E0
2.860074750E1,-4.367288879E0,-2.750989249E0,1.020292354E0
2.861067850E1,-4.560929950E0,-3.073592124E0,8.600786448E-1
2.862061050E1,-4.796100286E0,-3.156263567E0,6.218420291E-1
2.863054150E1,-4.848620562E0,-3.354520723E0,3.956717277E-1
2.864047250E1,-4.791126645E0,-3.647602467E0,9.669189692E-2
2.865040450E1,-4.670032563E0,-4.078193766E0,-1.841755986E-1
2.866033550E1,-4.342887279E0,-4.758852061E0,-4.552914003E-1
2.867026650E1,-3.916213614E0,-5.609908744E0,-7.235017204E-1
2.868019850E1,-3.727566065E0,-6.292049600E0,-8.641238947E-1
2.869012950E1,-4.086134285E0,-6.318982460E0,-8.089099529E-1
2.870006050E1,-4.652625986E0,-5.591881778E0,-5.214440207E-1
2.870999250E1,-4.895212346E0,-4.721735982E0,-2.828800341E-1
2.871992350E1,-4.757926154E0,-4.393733497E0,-5.461603109E-1
2.872985550E1,-3.896904353E0,-4.873380012E0,-1.043165492E0
2.873978650E1,-2.790346273E0,-5.663263417E0,-1.519166853E0
2.874971750E1,-1.785738491E0,-6.300462574E0,-2.063335054E0
2.875964950E1,-6.279897916E-1,-7.332051748E0,-2.688491870E0
2.876958050E1,2.850453311E-1,-8.768723159E0,-2.998100184E0
2.877951150E1,4.487369639E-1,-1.002071728E1,-2.845968497E0
2.878944350E1,2.358117753E-1,-1.081683440E1,-2.533855235E0
2.879937450E1,-6.874805331E-2,-1.108721901E1,-1.880318958E0
2.880930550E1,-7.167739141E-1,-1.089707106E1,-7.486792463E-1
2.881923750E1,-1.612779606E0,-9.641114286E0,4.513675531E-1
2.882916850E1,-2.745370075E0,-7.541180924E0,1.182900351E0
2.883909950E1,-3.705315070E0,-5.498676576E0,1.396312174E0
2.884903150E1,-4.172381301E0,-3.351288674E0,1.617938604E0
2.885896250E1,-3.906731769E0,-1.927192870E0,1.557036345E0
2.886889350E1,-2.905307795E0,-1.370959524E0,1.268698447E0
2.887882550E1,-1.899125943E0,-1.260642445E0,8.889410859E-1
2.888875650E1,-1.217344106E0,-1.166617464E0,6.437702572E-1
2.889868750E1,-9.599601978E-1,-8.678621659E-1,5.401697654E-1
2.890861950E1,-9.926233292E-1,-3.479379827E-1,4.002325924E-1
2.891855050E1,-1.089946141E0,1.215080649E-1,2.321537572E-1
2.892848150E1,-1.125518262E0,5.465725762E-1,3.015467584E-2
2.893841350E1,-9.628908223E-1,9.453825045E-1,-2.153857152E-1
2.894834450E1,-6.775899678E-1,1.370435321E0,-4.902013242E-1
2.895827650E1,-3.952951670E-1,1.790885210E0,-6.953017688E-1
2.896820750E1,1.318897963E-2,2.121976195E0,-8.484029245E-1
2.897813850E1,4.058599162E-1,2.468526049E0,-1.120735824E0
2.898807017E1,5.266294777E-1,2.740633246E0,-1.340601658E0
2.899800117E1,5.617110175E-1,2.860057948E0,-1.256138628E0
2.900793217E1,4.131157261E-1,2.915241630E0,-8.686576796E-1
2.901786417E1,2.754284155E-1,2.940936050E0,-3.158876395E-1
2.902779517E1,4.098646742E-1,2.807641752E0,3.993403073E-1
2.903772617E1,7.875053430E-1,2.437529958E0,1.101255240E0
2.904765817E1,1.302789468E0,1.905768964E0,1.657820123E0
2.905758917E1,1.974959652E0,1.353507047E0,2.068057265E0
2.906752017E1,2.718608539E0,7.761424488E-1,2.315574582E0
2.907745217E1,3.312126655E0,3.238644111E-1,2.474729944E0
2.908738317E1,3.588882973E0,3.570426822E-2,2.472227336E0
2.909731417E1,3.569973662E0,-5.665718079E-2,2.407784003E0
2.910724617E1,3.469702100E0,-5.932292640E-2,2.367635997E0
2.911717717E1,3.600111966E0,-5.546902657E-2,2.453201666E0
2.912710817E1,3.925230020E0,-1.075454986E-1,2.483623559E0
2.913704017E1,4.157113051E0,-1.972499728E-2,2.488967915E0
2.914697117E1,4.496362072E0,2.900435311E-1,2.625076185E0
2.915690217E1,5.318498719E0,2.516144603E-1,2.730994695E0
2.916683417E1,6.211679036E0,-6.469944119E-2,2.660784838E0
2.917676517E1,6.822000881E0,-1.959156382E-1,2.503920414E0
2.918669617E1,7.146643556E0,-9.724445879E-2,2.331725761E0
2.919662817E1,7.452552922E0,-6.172847092E-2,2.059066586E0
2.920655917E1,7.893392637E0,-2.752009588E-1,1.887268374E0
2.921649117E1,8.746737628E0,-7.902231288E-1,1.685317240E0
2.922642217E1,9.532689366E0,-1.402239497E0,1.419962261E0
2.923635317E1,9.989191432E0,-1.351481572E0,1.220360684E0
2.924628517E1,9.943732839E0,-5.183638537E-1,1.177023388E0
2.925621617E1,9.402566013E0,8.320277971E-1,1.086257205E0
2.926614717E1,8.674082465E0,1.986040710E0,8.424551368E-1
2.927607917E1,8.038597713E0,2.666396411E0,7.975660622E-1
2.928601017E1,7.475069965E0,2.807492064E0,8.333030017E-1
2.929594117E1,6.705002773E0,2.637679566E0,1.026462336E0
2.930587317E1,5.620931330E0,2.584907860E0,1.391870044E0
2.931580417E1,4.436488338E0,2.544643933E0,1.611851653E0
2.932573517E1,3.380977619E0,2.207451963E0,1.705579011E0
2.933566717E1,2.594987290E0,1.612474381E0,1.716603352E0
2.934559817E1,1.644346969E0,1.233899328E0,1.784507067E0
2.935552917E1,6.035572010E-1,1.330449722E0,1.920185859E0
2.936546117E1,-2.420893461E-1,1.609492301E0,1.994082971E0
2.937539217E1,-8.499419117E-1,1.741500796E0,2.031440831E0
2.938532317E1,-1.207813729E0,1.615462893E0,1.974810548E0
2.939525517E1,-1.522184016E0,1.490055905E0,1.779901800E0
2.940518617E1,-1.832961774E0,1.443885121E0,1.549779950E0
2.941511717E1,-2.117983716E0,1.331897492E0,1.345206925E0
2.942504917E1,-2.327928579E0,1.036572756E0,1.068908443E0
2.943498017E1,-2.466892921E0,6.179127002E-1,7.441517472E-1
2.944491217E1,-2.525210711E0,6.661732793E-2,4.655307519E-1
2.945484317E1,-2.586381358E0,-6.335323673E-1,2.519243628E-1
2.946477417E1,-2.761912433E0,-1.223831007E0,3.842556238E-2
2.947470617E1,-3.129726856E0,-1.494660003E0,-1.394432294E-1
2.948463717E1,-3.419363421E0,-1.711775306E0,-2.779017878E-1
2.949456817E1,-3.410249366E0,-2.191357794E0,-5.506375605E-1
2.950450017E1,-3.162729710E0,-3.063107189E0,-9.278250700E-1
2.951443117E1,-2.860700557E0,-4.092696908E0,-1.205769542E0
2.952436217E1,-2.593600915E0,-5.058214592E0,-1.361474463E0
2.953429417E1,-2.407505676E0,-5.885865748E0,-1.426664486E0
2.954422517E1,-2.641016572E0,-6.246684562E0,-1.304271737E0
2.955415617E1,-3.349862246E0,-5.781471899E0,-9.715137112E-1
2.956408817E1,-3.932219782E0,-4.939202703E0,-5.177007794E-1
2.957401917E1,-4.057416270E0,-4.348630999E0,-1.421693841E-2
2.958395017E1,-3.792419288E0,-4.171067432E0,2.760283216E-1
2.959388217E1,-3.149901504E0,-4.267238342E0,3.952635920E-1
2.960381317E1,-2.241869844E0,-4.734491976E0,2.995891289E-1
2.961374417E1,-1.631623428E0,-5.211877080E0,-9.514357248E-2
2.962367617E1,-1.251124055E0,-5.207841917E0,-5.454750538E-1
2.963360717E1,-8.779576761E-1,-5.260577955E0,-1.096349427E0
2.964353817E1,-4.446795809E-1,-6.103469294E0,-1.774589020E0
2.965347017E1,-1.664936185E-1,-7.321948344E0,-2.222613208E0
2.966340117E1,-8.521088898E-2,-8.263245984E0,-2.336865463E0
2.967333217E1,-4.455543244E-1,-8.555946490E0,-1.859349089E0
2.968326417E1,-9.405474418E-1,-8.129277502E0,-1.077657048E0
2.969319517E1,-1.268760427E0,-7.253915990E0,-2.503754354E-1
2.970312617E1,-1.158957903E0,-6.315224454E0,6.628286719E-1
2.971305817E1,-1.111334086E0,-5.018515506E0,1.307272528E0
2.972298917E1,-1.310319512E0,-3.374414412E0,1.465928539E0
2.973292017E1,-1.388611391E0,-1.876569431E0,1.659982424E0
2.974285217E1,-1.340623877E0,-7.209947267E-1,1.851106853E0
2.975278317E1,-1.147804924E0,1.266907445E-1,1.761394193E0
2.976271417E1,-9.839033765E-1,7.073499566E-1,1.517444848E0
2.977264617E1,-9.238910633E-1,1.198717800E0,1.125148133E0
2.978257717E1,-1.083039994E0,1.672629951E0,5.354003012E-1
2.979250817E1,-1.500777360E0,2.151381258E0,4.463764429E-2
2.980244017E1,-1.919042729E0,2.840437031E0,-3.686845251E-1
2.981237117E1,-2.047002026E0,3.387228293E0,-8.552079141E-1
2.982230317E1,-2.187331694E0,4.066645516E0,-1.274695351E0
2.983223417E1,-2.055745953E0,4.428302820E0,-1.818938981E0
2.984216517E1,-1.813180643E0,4.039655353E0,-2.492813044E0
2.985209617E1,-1.493874137E0,3.531815318E0,-3.019525552E0
2.986202817E1,-1.254418961E0,3.215091527E0,-3.283612708E0
2.987195917E1,-1.114725471E0,2.816420177E0,-3.364676751E0
2.988189117E1,-1.144070308E0,2.466942623E0,-3.255536717E0
2.989182217E1,-1.144852080E0,2.210149868E0,-2.971683633E0
2.990175317E1,-1.052962502E0,1.938349065E0,-2.579853526E0
2.991168517E1,-7.651730722E-1,1.781089954E0,-2.153990285E0
2.992161617E1,-3.564807647E-1,1.623746644E0,-1.766845552E0
2.993154717E1,2.547918373E-1,1.406310913E0,-1.359700418E0
2.994147917E1,1.013117820E0,1.051200151E0,-9.961065155E-1
